securityType;security;isin;alias;currency;maturityDate;issueDate;issueType;interestConvention;referenceCurve;interestType;coupon;faceValue;duedate;outPrincipal;principalEvent;principalAmount;interestEvent;interestRate;interestAmount;interestPayment;interestNotPayed;fixingDate;principalPaymentDate;interestPaymentDate;interestDate;interestPayEvent
KTV;A030612L01;HU0000401971;2003/L;HUF;2003.06.12;2001.02.01;PUBLIC;_ACT_ACT;NULL;FIX;9,5;10000;2002.06.12;10000;0;NULL;1;9,5;474;474;NULL;2001.12.11;NULL;2002.06.12;2002.06.12;1
KTV;A030612L01;HU0000401971;2003/L;HUF;2003.06.12;2001.02.01;PUBLIC;_ACT_ACT;NULL;FIX;9,5;10000;2002.12.12;10000;0;NULL;1;9,5;476;476;NULL;2002.06.11;NULL;2002.12.12;2002.12.12;1
KTV;A030612L01;HU0000401971;2003/L;HUF;2003.06.12;2001.02.01;PUBLIC;_ACT_ACT;NULL;FIX;9,5;10000;2003.06.12;0;1;10000;1;9,5;474;474;NULL;2002.12.11;2003.06.12;2003.06.12;2003.06.12;1
KTV;A031124M01;HU0000402011;2003/M;HUF;2003.11.24;2001.07.19;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2001.07.19;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2001.07.19;NULL;NULL;0
KTV;A031124M01;HU0000402011;2003/M;HUF;2003.11.24;2001.07.19;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2002.05.24;10000;0;NULL;1;8,5;720;720;NULL;2001.11.23;NULL;2002.05.24;2002.05.24;1
KTV;A031124M01;HU0000402011;2003/M;HUF;2003.11.24;2001.07.19;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2002.11.24;10000;0;NULL;1;8,5;428;428;NULL;2002.05.23;NULL;2002.11.25;2002.11.24;1
KTV;A031124M01;HU0000402011;2003/M;HUF;2003.11.24;2001.07.19;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2003.05.24;10000;0;NULL;1;8,5;422;422;NULL;2002.11.23;NULL;2003.05.26;2003.05.24;1
KTV;A031124M01;HU0000402011;2003/M;HUF;2003.11.24;2001.07.19;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2003.11.24;0;1;10000;1;8,5;428;428;NULL;2003.05.23;2003.11.24;2003.11.24;2003.11.24;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1989.07.01;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1989.07.03;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1990.02.15;10000;0;NULL;1;NULL;NULL;NULL;NULL;1989.02.14;NULL;1990.02.15;1990.02.15;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1991.02.15;10000;0;NULL;1;NULL;NULL;NULL;NULL;1990.02.14;NULL;1991.02.15;1991.02.15;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1992.02.15;10000;0;NULL;1;NULL;NULL;NULL;NULL;1991.02.14;NULL;1992.02.17;1992.02.15;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1993.02.15;10000;0;NULL;1;NULL;NULL;NULL;NULL;1992.02.14;NULL;1993.02.15;1993.02.15;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1994.02.15;10000;0;NULL;1;NULL;NULL;NULL;NULL;1993.02.15;NULL;1994.02.15;1994.02.15;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1995.02.15;10000;0;NULL;1;NULL;NULL;NULL;NULL;1994.02.14;NULL;1995.02.15;1995.02.15;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1995.07.01;9000;1;1000;0;NULL;NULL;NULL;NULL;NULL;1995.07.03;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1996.02.15;9000;0;NULL;1;NULL;NULL;NULL;NULL;1995.02.14;NULL;1996.02.15;1996.02.15;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1996.07.01;8000;1;1000;0;NULL;NULL;NULL;NULL;NULL;1996.07.01;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1997.02.15;8000;0;NULL;1;24,4866;2050,1657;2050,1657;NULL;1996.02.14;NULL;1997.02.17;1997.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1997.07.01;7000;1;1000;0;NULL;NULL;NULL;NULL;NULL;1997.07.01;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1998.02.15;7000;0;NULL;1;19,352;1426,7461;1426,7461;NULL;1997.02.14;NULL;1998.02.16;1998.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1998.07.01;6000;1;1000;0;NULL;NULL;NULL;NULL;NULL;1998.07.01;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1999.02.15;6000;0;NULL;1;17,3138;1103,3397;1103,3397;NULL;1998.02.16;NULL;1999.02.15;1999.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;1999.07.01;5000;1;1000;0;NULL;NULL;NULL;NULL;NULL;1999.07.01;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2000.02.15;5000;0;NULL;1;14,3908;773,1605;773,1605;NULL;1999.02.15;NULL;2000.02.15;2000.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2000.07.01;4000;1;1000;0;NULL;NULL;NULL;NULL;NULL;2000.07.03;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2001.02.15;4000;0;NULL;1;10,2083;446,3684;446,3684;NULL;2000.02.14;NULL;2001.02.15;2001.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2001.07.01;3000;1;1000;0;NULL;NULL;NULL;NULL;NULL;2001.07.02;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2002.02.15;3000;0;NULL;1;9,8;342,6;342,6;NULL;2001.02.14;NULL;2002.02.15;2002.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2002.07.01;2000;1;1000;0;NULL;NULL;NULL;NULL;NULL;2002.07.01;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2003.02.15;2000;0;NULL;1;8,177;204,089;204,089;NULL;2002.02.14;NULL;2003.02.17;2003.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2003.07.01;1000;1;1000;0;NULL;NULL;NULL;NULL;NULL;2003.07.01;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2004.02.15;1000;0;NULL;1;6,9254;103,596;103,596;NULL;2003.02.14;NULL;2004.02.16;2004.02.15;1
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2004.07.01;0;1;1000;0;NULL;NULL;NULL;NULL;NULL;2004.07.01;NULL;NULL;0
KTV;A040701A89;HU0000401765;2004/A;HUF;2005.02.15;1989.07.01;PRIVATE;_ACT_365NL;HUF KKJ PREV Y;FLOAT;NULL;10000;2005.02.15;0;0;NULL;1;10,1526;50,346;50,346;NULL;2005.01.03;NULL;2005.02.15;2005.02.15;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1994.03.28;50000000;1;-50000000;1;NULL;NULL;NULL;NULL;1994.03.27;1994.03.28;1994.03.28;1994.03.28;0
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1994.09.28;50000000;0;NULL;1;24,75;6240000;6240000;NULL;1994.09.27;NULL;1994.09.28;1994.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1995.03.28;50000000;0;NULL;1;31,85;7895000;7895000;NULL;1995.03.27;NULL;1995.03.28;1995.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1995.09.28;50000000;0;NULL;1;33,55;8455000;8455000;NULL;1995.09.27;NULL;1995.09.28;1995.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1996.03.28;50000000;0;NULL;1;33,75;8370000;8370000;NULL;1996.03.27;NULL;1996.03.28;1996.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1996.09.28;50000000;0;NULL;1;27,05;6820000;6820000;NULL;1996.09.27;NULL;1996.09.30;1996.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1997.03.28;50000000;0;NULL;1;25,15;6235000;6235000;NULL;1997.03.27;NULL;1997.03.28;1997.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1997.09.28;50000000;0;NULL;1;22,65;5710000;5710000;NULL;1997.09.27;NULL;1997.09.29;1997.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1998.03.28;50000000;0;NULL;1;21,45;5320000;5320000;NULL;1998.03.27;NULL;1998.03.30;1998.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1998.09.28;50000000;0;NULL;1;20,95;5280000;5280000;NULL;1998.09.27;NULL;1998.09.28;1998.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1999.03.28;50000000;0;NULL;1;18,35;4550000;4550000;NULL;1999.03.27;NULL;1999.03.29;1999.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;1999.09.28;50000000;0;NULL;1;16,85;4245000;4245000;NULL;1999.09.27;NULL;1999.09.28;1999.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2000.03.28;50000000;0;NULL;1;16,05;3980000;3980000;NULL;2000.03.27;NULL;2000.03.28;2000.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2000.09.28;50000000;0;NULL;1;12,35;3115000;3115000;NULL;2000.09.27;NULL;2000.09.28;2000.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2001.03.28;50000000;0;NULL;1;12,25;3035000;3035000;NULL;2001.03.27;NULL;2001.03.28;2001.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2001.09.28;50000000;0;NULL;1;12,65;3190000;3190000;NULL;2001.09.27;NULL;2001.09.28;2001.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2002.03.28;50000000;0;NULL;1;12,45;3085000;3085000;NULL;2002.03.27;NULL;2002.03.28;2002.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2002.09.28;50000000;0;NULL;1;10,15;2560000;2560000;NULL;2002.09.27;NULL;2002.09.30;2002.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2003.03.28;50000000;0;NULL;1;11,35;2815000;2815000;NULL;2003.03.27;NULL;2003.03.28;2003.03.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2003.09.28;50000000;0;NULL;1;7,35;1880000;1880000;NULL;2003.09.27;NULL;2003.09.29;2003.09.28;1
KTV;A040328B94;HU0000401773;2004/B;HUF;2004.03.28;1994.03.28;PRIVATE;_ACT_360;HUF DKJ 01_03_06M LAST 1M;FLOAT;NULL;50000000;2004.03.28;0;1;50000000;1;11,15;2820000;2820000;NULL;2004.03.27;2004.03.29;2004.03.29;2004.03.28;1
KTV;A040529C94;HU0000400593;2004/C;HUF;2004.05.29;1994.05.29;PRIVATE;_ACT_365NL;HUF GOVT ZC;FLOAT;NULL;10000;1994.05.29;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1994.05.29;NULL;NULL;0
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1994.08.17;50000000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1994.08.17;NULL;NULL;0
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1995.02.17;50000000;0;NULL;1;NULL;NULL;NULL;NULL;1995.02.16;NULL;1995.02.17;1995.02.17;0
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1995.08.17;50000000;0;NULL;1;NULL;NULL;NULL;NULL;1995.08.16;NULL;1995.08.17;1995.08.17;0
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1996.02.17;50000000;0;NULL;1;NULL;NULL;NULL;NULL;1996.02.16;NULL;1996.02.19;1996.02.17;0
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1996.08.17;50000000;0;NULL;1;NULL;NULL;NULL;NULL;1996.08.16;NULL;1996.08.19;1996.08.17;0
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1997.02.17;50000000;0;NULL;1;25,82;6600000;1302;NULL;1997.02.16;NULL;1997.02.17;1997.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1997.08.17;50000000;0;NULL;1;23;5780000;1141;NULL;1997.08.16;NULL;1997.08.18;1997.08.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1998.02.17;50000000;0;NULL;1;21,48;5490000;1083;NULL;1998.02.16;NULL;1998.02.17;1998.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1998.08.17;50000000;0;NULL;1;20,99;5280000;1041;NULL;1998.08.16;NULL;1998.08.17;1998.08.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1999.02.17;50000000;0;NULL;1;18,35;4690000;925;NULL;1999.02.16;NULL;1999.02.17;1999.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;1999.08.17;50000000;0;NULL;1;17,29;4350000;857;NULL;1999.08.16;NULL;1999.08.17;1999.08.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2000.02.17;50000000;0;NULL;1;16,3;4170000;822;NULL;2000.02.16;NULL;2000.02.17;2000.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2000.08.17;50000000;0;NULL;1;15,75;3980000;781;NULL;2000.08.16;NULL;2000.08.17;2000.08.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2001.02.17;50000000;0;NULL;1;15,75;4030000;794;NULL;2001.02.16;NULL;2001.02.19;2001.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2001.08.17;50000000;0;NULL;1;15,75;3960000;781;NULL;2001.08.16;NULL;2001.08.17;2001.08.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2002.02.17;50000000;0;NULL;1;15,75;4030000;3970000;NULL;2002.02.16;NULL;2002.02.18;2002.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2002.08.17;50000000;0;NULL;1;15,75;3905000;3905000;5000;2002.08.16;NULL;2002.08.21;2002.08.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2003.02.17;50000000;0;NULL;1;15,75;4030000;3970000;65000;2003.02.16;NULL;2003.02.17;2003.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2003.08.17;50000000;0;NULL;1;15,75;3960000;3960000;65000;2003.08.16;NULL;2003.08.18;2003.08.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2004.02.17;50000000;0;NULL;1;15,75;4025000;4025000;70000;2004.02.16;NULL;2004.02.17;2004.02.17;1
KTV;A040817D94;HU0000401658;2004/D;HUF;2004.08.17;1994.08.17;PRIVATE;_ACT_360;HUF DWIX;FLOAT;NULL;50000000;2004.08.17;0;1;50000000;1;15,75;3980000;3980000;70000;2004.08.16;2004.08.17;2004.08.17;2004.08.17;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;1994.10.26;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1994.10.26;NULL;NULL;0
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;1995.10.26;10000;0;NULL;1;23;2300;2300;NULL;1994.10.25;NULL;1995.10.26;1995.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;1996.10.26;10000;0;NULL;1;23;2300;2300;NULL;1995.10.25;NULL;1996.10.28;1996.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;1997.10.26;10000;0;NULL;1;23;2300;2300;NULL;1996.10.25;NULL;1997.10.27;1997.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;1998.10.26;10000;0;NULL;1;23;2300;2300;NULL;1997.10.25;NULL;1998.10.26;1998.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;1999.10.26;10000;0;NULL;1;23;2300;2300;NULL;1998.10.25;NULL;1999.10.26;1999.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;2000.10.26;10000;0;NULL;1;23;2300;2300;NULL;1999.10.25;NULL;2000.10.26;2000.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;2001.10.26;10000;0;NULL;1;23;2300;2300;NULL;2000.10.25;NULL;2001.10.26;2001.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;2002.10.26;10000;0;NULL;1;23;2300;2300;NULL;2001.10.25;NULL;2002.10.28;2002.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;2003.10.26;10000;0;NULL;1;23;2300;2300;NULL;2002.10.25;NULL;2003.10.27;2003.10.26;1
KTV;A041026E94;HU0000401781;2004/E;HUF;2004.10.26;1994.10.26;PRIVATE;_ACT_ACT;NULL;FIX;23;10000;2004.10.26;0;1;10000;1;23;2300;2300;NULL;2003.10.25;2004.10.26;2004.10.26;2004.10.26;1
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1997.03.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1997.03.18;NULL;NULL;0
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1997.09.12;10000;0;NULL;1;21,9;1068;NULL;1068;1997.09.11;NULL;1997.09.12;1997.09.12;0
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1998.03.12;10000;0;NULL;1;21,1;1046;2114;NULL;1998.03.11;NULL;1998.03.12;1998.03.12;1
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1998.09.12;10000;0;NULL;1;20,7;1044;NULL;1044;1998.09.11;NULL;1998.09.14;1998.09.12;0
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1999.03.12;10000;0;NULL;1;17,1;848;1892;NULL;1999.03.11;NULL;1999.03.12;1999.03.12;1
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1999.09.12;10000;0;NULL;1;12,8;645;NULL;645;1999.09.11;NULL;1999.09.13;1999.09.12;0
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2000.03.12;10000;0;NULL;1;13,1;651;1295;NULL;2000.03.11;NULL;2000.03.13;2000.03.12;1
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2000.09.12;10000;0;NULL;1;13;655;NULL;655;2000.09.11;NULL;2000.09.12;2000.09.12;0
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2001.03.12;10000;0;NULL;1;12,6;625;1280;NULL;2001.03.11;NULL;2001.03.12;2001.03.12;1
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2001.09.12;10000;0;NULL;1;13,1;660;NULL;660;2001.09.11;NULL;2001.09.12;2001.09.12;0
